id,name,path_with_namespace,html_url,description,stars,forks,updated_at
4368046,chromium_third_party_ced,OpenHarmony-TPC / chromium_third_party_ced,https://gitcode.com/openharmony-tpc/chromium_third_party_ced,第三方软件ced,0,4,2025-02-17T14:23:23.988+08:00
4368041,chromium_third_party_openh264,OpenHarmony-TPC / chromium_third_party_openh264,https://gitcode.com/openharmony-tpc/chromium_third_party_openh264,第三方软件openh264,0,4,2025-02-17T14:23:10.312+08:00
4368035,chromium_third_party_glfw,OpenHarmony-TPC / chromium_third_party_glfw,https://gitcode.com/openharmony-tpc/chromium_third_party_glfw,第三方软件glfw,0,2,2025-02-17T14:22:56.707+08:00
4368031,chromium_third_party_libjpeg_turbo,OpenHarmony-TPC / chromium_third_party_libjpeg_turbo,https://gitcode.com/openharmony-tpc/chromium_third_party_libjpeg_turbo,libjpeg-turbo是一种JPEG图像编解码器的库,1,5,2025-02-17T14:22:43.367+08:00
4368025,chromium_third_party_weston,OpenHarmony-TPC / chromium_third_party_weston,https://gitcode.com/openharmony-tpc/chromium_third_party_weston,第三方软件weston,0,5,2025-02-17T14:22:29.881+08:00
4368021,chromium_third_party_cld_3,OpenHarmony-TPC / chromium_third_party_cld_3,https://gitcode.com/openharmony-tpc/chromium_third_party_cld_3,第三方软件cld,0,4,2025-02-17T14:22:16.465+08:00
4368016,chromium_third_party_openscreen,OpenHarmony-TPC / chromium_third_party_openscreen,https://gitcode.com/openharmony-tpc/chromium_third_party_openscreen,第三方软件openscreen,0,4,2025-02-17T14:22:02.808+08:00
4368008,chromium_third_party_googletest,OpenHarmony-TPC / chromium_third_party_googletest,https://gitcode.com/openharmony-tpc/chromium_third_party_googletest,Google Test单元测试框架,0,4,2025-02-17T14:21:49.476+08:00
4368004,chromium_third_party_libjxl,OpenHarmony-TPC / chromium_third_party_libjxl,https://gitcode.com/openharmony-tpc/chromium_third_party_libjxl,第三方软件libjxl,0,2,2025-02-17T14:21:36.251+08:00
4367997,chromium_third_party_wuffs,OpenHarmony-TPC / chromium_third_party_wuffs,https://gitcode.com/openharmony-tpc/chromium_third_party_wuffs,第三方软件wuffs,0,5,2025-02-17T14:21:23.262+08:00
4367990,chromium_third_party_colorama,OpenHarmony-TPC / chromium_third_party_colorama,https://gitcode.com/openharmony-tpc/chromium_third_party_colorama,第三方软件colorama,0,4,2025-02-17T14:21:10.065+08:00
4367981,chromium_third_party_pdfium,OpenHarmony-TPC / chromium_third_party_pdfium,https://gitcode.com/openharmony-tpc/chromium_third_party_pdfium,PDF 渲染引擎,0,14,2025-02-11T14:35:32.922+08:00
4367971,chromium_third_party_grpc,OpenHarmony-TPC / chromium_third_party_grpc,https://gitcode.com/openharmony-tpc/chromium_third_party_grpc,第三方软件grpc,0,4,2025-02-17T14:20:41.562+08:00
4367962,chromium_third_party_liblouis,OpenHarmony-TPC / chromium_third_party_liblouis,https://gitcode.com/openharmony-tpc/chromium_third_party_liblouis,第三方软件liblouis,0,5,2025-02-17T14:20:25.549+08:00
4367953,chromium_third_party_xdg_utils,OpenHarmony-TPC / chromium_third_party_xdg_utils,https://gitcode.com/openharmony-tpc/chromium_third_party_xdg_utils,第三方软件xdg-utils,0,6,2025-02-17T14:20:12.205+08:00
4367945,chromium_third_party_crc32c,OpenHarmony-TPC / chromium_third_party_crc32c,https://gitcode.com/openharmony-tpc/chromium_third_party_crc32c,第三方软件crc32c,0,4,2025-02-17T14:19:59.172+08:00
4367936,chromium_third_party_perfetto,OpenHarmony-TPC / chromium_third_party_perfetto,https://gitcode.com/openharmony-tpc/chromium_third_party_perfetto,第三方软件perfetto,1,6,2025-02-17T14:19:44.871+08:00
4367927,chromium_third_party_gvr_android_sdk,OpenHarmony-TPC / chromium_third_party_gvr_android_sdk,https://gitcode.com/openharmony-tpc/chromium_third_party_gvr_android_sdk,第三方软件gvr-android-sdk,0,3,2025-02-17T14:19:27.522+08:00
4367917,chromium_third_party_libphonenumber,OpenHarmony-TPC / chromium_third_party_libphonenumber,https://gitcode.com/openharmony-tpc/chromium_third_party_libphonenumber,libphonenumber 包,0,4,2025-02-17T14:19:14.474+08:00
4367911,chromium_tools_acid3,OpenHarmony-TPC / chromium_tools_acid3,https://gitcode.com/openharmony-tpc/chromium_tools_acid3,chromium工具,0,7,2025-02-17T14:19:00.302+08:00
4367905,chromium_third_party_cros_system_api,OpenHarmony-TPC / chromium_third_party_cros_system_api,https://gitcode.com/openharmony-tpc/chromium_third_party_cros_system_api,第三方软件cros_system_api,0,4,2025-02-17T14:18:47.550+08:00
4367901,chromium_third_party_pyelftools,OpenHarmony-TPC / chromium_third_party_pyelftools,https://gitcode.com/openharmony-tpc/chromium_third_party_pyelftools,第三方软件pyelftools,0,5,2025-02-17T14:18:34.570+08:00
4367895,chromium_third_party_dav1d,OpenHarmony-TPC / chromium_third_party_dav1d,https://gitcode.com/openharmony-tpc/chromium_third_party_dav1d,chromium解码,0,4,2025-02-17T14:18:21.491+08:00
4367887,chromium_third_party_pywebsocket3,OpenHarmony-TPC / chromium_third_party_pywebsocket3,https://gitcode.com/openharmony-tpc/chromium_third_party_pywebsocket3,第三方软件pywebsocket3,0,4,2025-02-17T14:18:07.717+08:00
4367879,chromium_third_party_dawn,OpenHarmony-TPC / chromium_third_party_dawn,https://gitcode.com/openharmony-tpc/chromium_third_party_dawn,Dawn 是正在发展的WebGPU标准的开源的、跨平台的实现,0,7,2025-02-17T14:17:54.808+08:00
4367866,chromium_third_party_quic_trace,OpenHarmony-TPC / chromium_third_party_quic_trace,https://gitcode.com/openharmony-tpc/chromium_third_party_quic_trace,第三方软件quic_trace,1,5,2025-02-17T14:17:31.795+08:00
4367851,chromium_third_party_depot_tools,OpenHarmony-TPC / chromium_third_party_depot_tools,https://gitcode.com/openharmony-tpc/chromium_third_party_depot_tools,depot_tools是个工具包（depot是仓库的意思），里面包含gclient、gcl、gn和ninja等工具，这些根据都是使用python写的。其主要的功能是对git的增强，让代码管理和编译更加简单,0,5,2025-02-17T14:17:18.570+08:00
4367828,chromium_third_party_re2,OpenHarmony-TPC / chromium_third_party_re2,https://gitcode.com/openharmony-tpc/chromium_third_party_re2,第三方软件re2,0,4,2025-02-17T14:17:04.590+08:00
4367819,chromium_third_party_requests,OpenHarmony-TPC / chromium_third_party_requests,https://gitcode.com/openharmony-tpc/chromium_third_party_requests,第三方软件requests,0,5,2025-02-17T14:16:51.571+08:00
4367812,chromium_third_party_rust,OpenHarmony-TPC / chromium_third_party_rust,https://gitcode.com/openharmony-tpc/chromium_third_party_rust,第三方软件rust,0,2,2025-02-17T14:16:38.558+08:00
4367801,chromium_third_party_ruy,OpenHarmony-TPC / chromium_third_party_ruy,https://gitcode.com/openharmony-tpc/chromium_third_party_ruy,第三方软件ruy,0,5,2025-02-17T14:16:25.380+08:00
4367793,chromium_third_party_securemessage,OpenHarmony-TPC / chromium_third_party_securemessage,https://gitcode.com/openharmony-tpc/chromium_third_party_securemessage,第三方软件securemessage,0,4,2025-02-17T14:16:12.185+08:00
4367787,chromium_third_party_shaderc,OpenHarmony-TPC / chromium_third_party_shaderc,https://gitcode.com/openharmony-tpc/chromium_third_party_shaderc,第三方软件shaderc,0,2,2025-02-17T14:15:59.207+08:00
4367781,docs,OpenHarmony-TPC / docs,https://gitcode.com/openharmony-tpc/docs,,2,7,2025-02-22T23:19:12.846+08:00
4367769,tpc_resource,OpenHarmony-TPC / tpc_resource,https://gitcode.com/openharmony-tpc/tpc_resource,三方组件资源汇总,25,11,2025-02-22T23:34:33.477+08:00
4367755,NineGridImageViewJS,OpenHarmony-TPC / NineGridImageViewJS,https://gitcode.com/openharmony-tpc/NineGridImageViewJS,,0,1,2025-02-22T23:31:12.851+08:00
4367750,ohos-CoverflowJS,OpenHarmony-TPC / ohos-CoverflowJS,https://gitcode.com/openharmony-tpc/ohos-CoverflowJS,,0,0,2025-02-22T23:33:49.971+08:00
4367743,ArcProgressStackViewJS,OpenHarmony-TPC / ArcProgressStackViewJS,https://gitcode.com/openharmony-tpc/ArcProgressStackViewJS,,0,0,2025-02-22T23:27:02.926+08:00
4367738,CurtainJs,OpenHarmony-TPC / CurtainJs,https://gitcode.com/openharmony-tpc/CurtainJs,,0,0,2025-02-22T23:27:50.715+08:00
4367668,openharmony_tpc_samples,OpenHarmony-TPC / openharmony_tpc_samples,https://gitcode.com/openharmony-tpc/openharmony_tpc_samples,,34,104,2025-02-22T23:35:27.650+08:00
4367506,LoadingViewJs,OpenHarmony-TPC / LoadingViewJs,https://gitcode.com/openharmony-tpc/LoadingViewJs,,0,0,2025-02-22T23:30:20.656+08:00
4367500,search_dialogJS,OpenHarmony-TPC / search_dialogJS,https://gitcode.com/openharmony-tpc/search_dialogJS,,0,0,2025-02-22T23:38:07.503+08:00
4367496,RefreshLoadMoreComponentJS,OpenHarmony-TPC / RefreshLoadMoreComponentJS,https://gitcode.com/openharmony-tpc/RefreshLoadMoreComponentJS,,0,0,2025-02-22T23:37:14.695+08:00
4367492,SelectViewJS,OpenHarmony-TPC / SelectViewJS,https://gitcode.com/openharmony-tpc/SelectViewJS,,0,0,2025-02-22T23:38:19.159+08:00
4367489,StatusViewJS,OpenHarmony-TPC / StatusViewJS,https://gitcode.com/openharmony-tpc/StatusViewJS,,0,0,2025-02-22T23:39:49.512+08:00
4367482,Image3DJs,OpenHarmony-TPC / Image3DJs,https://gitcode.com/openharmony-tpc/Image3DJs,,0,0,2025-02-22T23:29:30.086+08:00
4367477,ContinuousScrollableImageJS,OpenHarmony-TPC / ContinuousScrollableImageJS,https://gitcode.com/openharmony-tpc/ContinuousScrollableImageJS,,0,0,2025-02-22T23:27:49.102+08:00
4367473,ijkplayer-ohos,OpenHarmony-TPC / ijkplayer-ohos,https://gitcode.com/openharmony-tpc/ijkplayer-ohos,,0,0,2025-02-22T23:45:12.428+08:00
4367469,EventBus,OpenHarmony-TPC / EventBus,https://gitcode.com/openharmony-tpc/EventBus,,0,0,2025-02-22T23:45:10.923+08:00
4367466,CircleRefreshLayout,OpenHarmony-TPC / CircleRefreshLayout,https://gitcode.com/openharmony-tpc/CircleRefreshLayout,,0,0,2025-02-22T23:45:09.286+08:00
4367463,SimpleCropView,OpenHarmony-TPC / SimpleCropView,https://gitcode.com/openharmony-tpc/SimpleCropView,,0,0,2025-02-22T23:45:07.732+08:00
4367459,ion,OpenHarmony-TPC / ion,https://gitcode.com/openharmony-tpc/ion,,0,0,2025-02-22T23:45:06.177+08:00
4367454,XXPermissions,OpenHarmony-TPC / XXPermissions,https://gitcode.com/openharmony-tpc/XXPermissions,,0,0,2025-02-22T23:45:04.613+08:00
4367450,BGAQRCode-ohos,OpenHarmony-TPC / BGAQRCode-ohos,https://gitcode.com/openharmony-tpc/BGAQRCode-ohos,,0,0,2025-02-22T23:45:02.680+08:00
4367447,LoadSir,OpenHarmony-TPC / LoadSir,https://gitcode.com/openharmony-tpc/LoadSir,,0,0,2025-02-22T23:45:01.111+08:00
4367443,ohos-ZBLibrary,OpenHarmony-TPC / ohos-ZBLibrary,https://gitcode.com/openharmony-tpc/ohos-ZBLibrary,,0,0,2025-02-22T23:44:59.529+08:00
4367439,glide,OpenHarmony-TPC / glide,https://gitcode.com/openharmony-tpc/glide,,0,0,2025-02-22T23:44:58.022+08:00
4367436,ohosViewAnimations,OpenHarmony-TPC / ohosViewAnimations,https://gitcode.com/openharmony-tpc/ohosViewAnimations,,0,0,2025-02-22T23:44:56.476+08:00
4367432,greenDAO,OpenHarmony-TPC / greenDAO,https://gitcode.com/openharmony-tpc/greenDAO,,0,0,2025-02-22T23:44:54.831+08:00
4367428,fresco,OpenHarmony-TPC / fresco,https://gitcode.com/openharmony-tpc/fresco,,0,0,2025-02-22T23:44:51.783+08:00
4367425,lottie-ohos,OpenHarmony-TPC / lottie-ohos,https://gitcode.com/openharmony-tpc/lottie-ohos,,0,0,2025-02-22T23:44:50.171+08:00
4367422,confetti,OpenHarmony-TPC / confetti,https://gitcode.com/openharmony-tpc/confetti,,0,0,2025-02-22T23:44:48.593+08:00
4367417,butterknife,OpenHarmony-TPC / butterknife,https://gitcode.com/openharmony-tpc/butterknife,,0,0,2025-02-22T23:44:47.022+08:00
4367413,PhotoView,OpenHarmony-TPC / PhotoView,https://gitcode.com/openharmony-tpc/PhotoView,,0,0,2025-02-22T23:44:45.433+08:00
4367410,CircleImageView,OpenHarmony-TPC / CircleImageView,https://gitcode.com/openharmony-tpc/CircleImageView,,0,0,2025-02-22T23:44:43.826+08:00
4367407,logger,OpenHarmony-TPC / logger,https://gitcode.com/openharmony-tpc/logger,,0,0,2025-02-22T23:44:42.269+08:00
4367403,Luban,OpenHarmony-TPC / Luban,https://gitcode.com/openharmony-tpc/Luban,,0,0,2025-02-22T23:44:40.797+08:00
4367399,Matisse,OpenHarmony-TPC / Matisse,https://gitcode.com/openharmony-tpc/Matisse,,0,0,2025-02-22T23:44:39.223+08:00
4367395,ViewPagerIndicator,OpenHarmony-TPC / ViewPagerIndicator,https://gitcode.com/openharmony-tpc/ViewPagerIndicator,,0,0,2025-02-22T23:44:37.552+08:00
4367391,FlycoTabLayout,OpenHarmony-TPC / FlycoTabLayout,https://gitcode.com/openharmony-tpc/FlycoTabLayout,,0,0,2025-02-22T23:44:36.015+08:00
4367388,glide-transformations,OpenHarmony-TPC / glide-transformations,https://gitcode.com/openharmony-tpc/glide-transformations,,0,0,2025-02-22T23:44:34.425+08:00
4367385,Toasty,OpenHarmony-TPC / Toasty,https://gitcode.com/openharmony-tpc/Toasty,,0,0,2025-02-22T23:44:32.843+08:00
4367382,PageIndicatorView,OpenHarmony-TPC / PageIndicatorView,https://gitcode.com/openharmony-tpc/PageIndicatorView,,0,0,2025-02-22T23:44:31.229+08:00
4367375,BGARefreshLayout-ohos,OpenHarmony-TPC / BGARefreshLayout-ohos,https://gitcode.com/openharmony-tpc/BGARefreshLayout-ohos,,0,0,2025-02-22T23:44:29.623+08:00
4367370,RxBus,OpenHarmony-TPC / RxBus,https://gitcode.com/openharmony-tpc/RxBus,,0,0,2025-02-22T23:44:27.121+08:00
4367366,MaterialProgressBar,OpenHarmony-TPC / MaterialProgressBar,https://gitcode.com/openharmony-tpc/MaterialProgressBar,,0,0,2025-02-22T23:44:25.480+08:00
4367363,PersistentCookieJar,OpenHarmony-TPC / PersistentCookieJar,https://gitcode.com/openharmony-tpc/PersistentCookieJar,,0,0,2025-02-22T23:44:23.818+08:00
4367357,vlayout,OpenHarmony-TPC / vlayout,https://gitcode.com/openharmony-tpc/vlayout,,0,0,2025-02-22T23:44:22.233+08:00
4367354,ohos-Bootstrap,OpenHarmony-TPC / ohos-Bootstrap,https://gitcode.com/openharmony-tpc/ohos-Bootstrap,,0,0,2025-02-22T23:44:20.572+08:00
4367349,drawee-text-view,OpenHarmony-TPC / drawee-text-view,https://gitcode.com/openharmony-tpc/drawee-text-view,,0,0,2025-02-22T23:44:18.874+08:00
4367344,FloatingActionButton,OpenHarmony-TPC / FloatingActionButton,https://gitcode.com/openharmony-tpc/FloatingActionButton,,0,0,2025-02-22T23:44:17.236+08:00
4367341,TakePhoto,OpenHarmony-TPC / TakePhoto,https://gitcode.com/openharmony-tpc/TakePhoto,,0,0,2025-02-22T23:44:15.690+08:00
4367337,NavigationTabBar,OpenHarmony-TPC / NavigationTabBar,https://gitcode.com/openharmony-tpc/NavigationTabBar,,0,0,2025-02-22T23:44:14.125+08:00
4367332,flexbox-layout,OpenHarmony-TPC / flexbox-layout,https://gitcode.com/openharmony-tpc/flexbox-layout,,0,0,2025-02-22T23:44:12.494+08:00
4367326,chuck,OpenHarmony-TPC / chuck,https://gitcode.com/openharmony-tpc/chuck,,0,0,2025-02-22T23:44:10.914+08:00
4367321,ohos-gif-drawable,OpenHarmony-TPC / ohos-gif-drawable,https://gitcode.com/openharmony-tpc/ohos-gif-drawable,,0,0,2025-02-22T23:44:09.239+08:00
4367317,Activeohos,OpenHarmony-TPC / Activeohos,https://gitcode.com/openharmony-tpc/Activeohos,,0,0,2025-02-22T23:44:07.621+08:00
4367314,picasso,OpenHarmony-TPC / picasso,https://gitcode.com/openharmony-tpc/picasso,,0,0,2025-02-22T23:44:05.996+08:00
4367308,otto,OpenHarmony-TPC / otto,https://gitcode.com/openharmony-tpc/otto,,0,0,2025-02-22T23:44:04.462+08:00
4367304,RxLifeCycle,OpenHarmony-TPC / RxLifeCycle,https://gitcode.com/openharmony-tpc/RxLifeCycle,,0,0,2025-02-22T23:44:02.798+08:00
4367299,ohosSlidingUpPanel,OpenHarmony-TPC / ohosSlidingUpPanel,https://gitcode.com/openharmony-tpc/ohosSlidingUpPanel,,0,0,2025-02-22T23:44:01.053+08:00
4367295,RoundedImageView,OpenHarmony-TPC / RoundedImageView,https://gitcode.com/openharmony-tpc/RoundedImageView,,0,0,2025-02-22T23:43:59.438+08:00
4367290,Fragmentation,OpenHarmony-TPC / Fragmentation,https://gitcode.com/openharmony-tpc/Fragmentation,,0,0,2025-02-22T23:43:57.864+08:00
4367286,soundtouch,OpenHarmony-TPC / soundtouch,https://gitcode.com/openharmony-tpc/soundtouch,,0,0,2025-02-22T23:43:56.257+08:00
4367280,ohos-utilset,OpenHarmony-TPC / ohos-utilset,https://gitcode.com/openharmony-tpc/ohos-utilset,,0,0,2025-02-22T23:43:54.610+08:00
4367275,jcodec,OpenHarmony-TPC / jcodec,https://gitcode.com/openharmony-tpc/jcodec,,0,0,2025-02-22T23:43:52.983+08:00
4367270,FloatingGroupExpandableListView,OpenHarmony-TPC / FloatingGroupExpandableListView,https://gitcode.com/openharmony-tpc/FloatingGroupExpandableListView,,0,0,2025-02-22T23:43:51.233+08:00
4367265,triangle-view,OpenHarmony-TPC / triangle-view,https://gitcode.com/openharmony-tpc/triangle-view,,0,0,2025-02-22T23:43:49.572+08:00
4367259,SlidingDrawer,OpenHarmony-TPC / SlidingDrawer,https://gitcode.com/openharmony-tpc/SlidingDrawer,,0,0,2025-02-22T23:43:47.851+08:00
4367254,google-http-java-client,OpenHarmony-TPC / google-http-java-client,https://gitcode.com/openharmony-tpc/google-http-java-client,,0,0,2025-02-22T23:43:46.247+08:00
4367249,ohos-Universal-Image-Loader,OpenHarmony-TPC / ohos-Universal-Image-Loader,https://gitcode.com/openharmony-tpc/ohos-Universal-Image-Loader,,0,0,2025-02-22T23:43:44.513+08:00
4367243,ohos-async-http,OpenHarmony-TPC / ohos-async-http,https://gitcode.com/openharmony-tpc/ohos-async-http,,0,0,2025-02-22T23:43:42.825+08:00
4367236,PermissionsDispatcher,OpenHarmony-TPC / PermissionsDispatcher,https://gitcode.com/openharmony-tpc/PermissionsDispatcher,,0,0,2025-02-22T23:43:41.245+08:00
4367230,okhttp-OkGo,OpenHarmony-TPC / okhttp-OkGo,https://gitcode.com/openharmony-tpc/okhttp-OkGo,,0,0,2025-02-22T23:43:39.688+08:00
4367225,RxBinding,OpenHarmony-TPC / RxBinding,https://gitcode.com/openharmony-tpc/RxBinding,,0,0,2025-02-22T23:43:38.084+08:00
4367219,MaterialDesignLibrary,OpenHarmony-TPC / MaterialDesignLibrary,https://gitcode.com/openharmony-tpc/MaterialDesignLibrary,,0,0,2025-02-22T23:43:36.533+08:00
4367212,BottomBar,OpenHarmony-TPC / BottomBar,https://gitcode.com/openharmony-tpc/BottomBar,,0,0,2025-02-22T23:43:34.949+08:00
4367209,agera,OpenHarmony-TPC / agera,https://gitcode.com/openharmony-tpc/agera,,0,0,2025-02-22T23:43:33.461+08:00
4367204,ohosAsync,OpenHarmony-TPC / ohosAsync,https://gitcode.com/openharmony-tpc/ohosAsync,,0,0,2025-02-22T23:43:31.942+08:00
4367199,xUtils3,OpenHarmony-TPC / xUtils3,https://gitcode.com/openharmony-tpc/xUtils3,,0,0,2025-02-22T23:43:30.347+08:00
4367194,Compressor,OpenHarmony-TPC / Compressor,https://gitcode.com/openharmony-tpc/Compressor,,0,0,2025-02-22T23:43:28.780+08:00
4367188,Fast-ohos-Networking,OpenHarmony-TPC / Fast-ohos-Networking,https://gitcode.com/openharmony-tpc/Fast-ohos-Networking,,0,0,2025-02-22T23:43:27.149+08:00
4367183,XPopup,OpenHarmony-TPC / XPopup,https://gitcode.com/openharmony-tpc/XPopup,,0,0,2025-02-22T23:43:25.591+08:00
4367179,UltraViewPager,OpenHarmony-TPC / UltraViewPager,https://gitcode.com/openharmony-tpc/UltraViewPager,,0,0,2025-02-22T23:43:24.004+08:00
4367175,cardslib,OpenHarmony-TPC / cardslib,https://gitcode.com/openharmony-tpc/cardslib,,0,0,2025-02-22T23:43:22.407+08:00
4367172,Dexter,OpenHarmony-TPC / Dexter,https://gitcode.com/openharmony-tpc/Dexter,,0,0,2025-02-22T23:43:20.896+08:00
4367166,ohos-times-square,OpenHarmony-TPC / ohos-times-square,https://gitcode.com/openharmony-tpc/ohos-times-square,,0,0,2025-02-22T23:43:19.241+08:00
4367161,RushOrm,OpenHarmony-TPC / RushOrm,https://gitcode.com/openharmony-tpc/RushOrm,,0,0,2025-02-22T23:43:17.621+08:00
4367157,assertj-ohos,OpenHarmony-TPC / assertj-ohos,https://gitcode.com/openharmony-tpc/assertj-ohos,,0,0,2025-02-22T23:43:16.032+08:00
4367154,TheMVP,OpenHarmony-TPC / TheMVP,https://gitcode.com/openharmony-tpc/TheMVP,,0,0,2025-02-22T23:41:23.045+08:00
4367149,AppIntro,OpenHarmony-TPC / AppIntro,https://gitcode.com/openharmony-tpc/AppIntro,,0,0,2025-02-22T23:43:14.351+08:00
4367146,FileDownloader,OpenHarmony-TPC / FileDownloader,https://gitcode.com/openharmony-tpc/FileDownloader,,0,0,2025-02-22T23:43:12.688+08:00
4367142,sweet-alert-dialog,OpenHarmony-TPC / sweet-alert-dialog,https://gitcode.com/openharmony-tpc/sweet-alert-dialog,,0,0,2025-02-22T23:43:11.100+08:00
4367138,subsampling-scale-image-view,OpenHarmony-TPC / subsampling-scale-image-view,https://gitcode.com/openharmony-tpc/subsampling-scale-image-view,,0,0,2025-02-22T23:43:09.492+08:00
4367134,MaterialEditText,OpenHarmony-TPC / MaterialEditText,https://gitcode.com/openharmony-tpc/MaterialEditText,,0,0,2025-02-22T23:43:07.831+08:00
4367131,circular-progress-button,OpenHarmony-TPC / circular-progress-button,https://gitcode.com/openharmony-tpc/circular-progress-button,,0,0,2025-02-22T23:43:06.111+08:00
4367127,XRecyclerView,OpenHarmony-TPC / XRecyclerView,https://gitcode.com/openharmony-tpc/XRecyclerView,,0,0,2025-02-22T23:43:04.480+08:00
4367123,ImagePicker,OpenHarmony-TPC / ImagePicker,https://gitcode.com/openharmony-tpc/ImagePicker,,0,0,2025-02-22T23:43:02.953+08:00
4367119,device-year-class,OpenHarmony-TPC / device-year-class,https://gitcode.com/openharmony-tpc/device-year-class,,0,0,2025-02-22T23:43:01.384+08:00
4367116,LitePal,OpenHarmony-TPC / LitePal,https://gitcode.com/openharmony-tpc/LitePal,,0,0,2025-02-22T23:42:59.877+08:00
4367111,discreteSeekBar,OpenHarmony-TPC / discreteSeekBar,https://gitcode.com/openharmony-tpc/discreteSeekBar,,0,0,2025-02-22T23:42:58.226+08:00
4367107,materialish-progress,OpenHarmony-TPC / materialish-progress,https://gitcode.com/openharmony-tpc/materialish-progress,,0,0,2025-02-22T23:42:56.619+08:00
4367104,RippleEffect,OpenHarmony-TPC / RippleEffect,https://gitcode.com/openharmony-tpc/RippleEffect,,0,0,2025-02-22T23:42:55.017+08:00
4367100,BottomNavigation,OpenHarmony-TPC / BottomNavigation,https://gitcode.com/openharmony-tpc/BottomNavigation,,0,0,2025-02-22T23:42:53.356+08:00
4367095,ahbottomnavigation,OpenHarmony-TPC / ahbottomnavigation,https://gitcode.com/openharmony-tpc/ahbottomnavigation,,0,0,2025-02-22T23:42:51.689+08:00
4367092,Swipecards,OpenHarmony-TPC / Swipecards,https://gitcode.com/openharmony-tpc/Swipecards,,0,0,2025-02-22T23:42:50.049+08:00
4367089,SlideUp-ohos,OpenHarmony-TPC / SlideUp-ohos,https://gitcode.com/openharmony-tpc/SlideUp-ohos,,0,0,2025-02-22T23:42:48.394+08:00
4367084,MetaballLoading,OpenHarmony-TPC / MetaballLoading,https://gitcode.com/openharmony-tpc/MetaballLoading,,0,0,2025-02-22T23:42:46.746+08:00
4367079,EazeGraph,OpenHarmony-TPC / EazeGraph,https://gitcode.com/openharmony-tpc/EazeGraph,,0,0,2025-02-22T23:42:45.142+08:00
4367076,WheelView,OpenHarmony-TPC / WheelView,https://gitcode.com/openharmony-tpc/WheelView,,0,0,2025-02-22T23:42:43.540+08:00
4367073,ohos-HoloCircularProgressBar,OpenHarmony-TPC / ohos-HoloCircularProgressBar,https://gitcode.com/openharmony-tpc/ohos-HoloCircularProgressBar,,0,0,2025-02-22T23:42:41.603+08:00
4367067,PullToZoomInListView,OpenHarmony-TPC / PullToZoomInListView,https://gitcode.com/openharmony-tpc/PullToZoomInListView,,0,0,2025-02-22T23:42:39.979+08:00
4367062,circular-music-progressbar,OpenHarmony-TPC / circular-music-progressbar,https://gitcode.com/openharmony-tpc/circular-music-progressbar,,0,0,2025-02-22T23:42:38.249+08:00
4367056,RulerView,OpenHarmony-TPC / RulerView,https://gitcode.com/openharmony-tpc/RulerView,,0,0,2025-02-22T23:42:36.623+08:00
4367051,progressbutton,OpenHarmony-TPC / progressbutton,https://gitcode.com/openharmony-tpc/progressbutton,,0,0,2025-02-22T23:42:35.082+08:00
4367046,SectorProgressView,OpenHarmony-TPC / SectorProgressView,https://gitcode.com/openharmony-tpc/SectorProgressView,,0,0,2025-02-22T23:42:33.471+08:00
4367042,ParallaxViewPager,OpenHarmony-TPC / ParallaxViewPager,https://gitcode.com/openharmony-tpc/ParallaxViewPager,,0,0,2025-02-22T23:41:24.643+08:00
4367036,MultiCardMenu,OpenHarmony-TPC / MultiCardMenu,https://gitcode.com/openharmony-tpc/MultiCardMenu,,0,0,2025-02-22T23:42:31.755+08:00
4367030,DividerDrawable,OpenHarmony-TPC / DividerDrawable,https://gitcode.com/openharmony-tpc/DividerDrawable,,0,0,2025-02-22T23:42:30.128+08:00
4367024,XEditText,OpenHarmony-TPC / XEditText,https://gitcode.com/openharmony-tpc/XEditText,,0,0,2025-02-22T23:42:28.575+08:00
4367020,ProtractorView,OpenHarmony-TPC / ProtractorView,https://gitcode.com/openharmony-tpc/ProtractorView,,0,0,2025-02-22T23:42:27.063+08:00
4367016,ohos-ExpandIcon,OpenHarmony-TPC / ohos-ExpandIcon,https://gitcode.com/openharmony-tpc/ohos-ExpandIcon,,0,0,2025-02-22T23:42:25.433+08:00
4367009,PloyFun,OpenHarmony-TPC / PloyFun,https://gitcode.com/openharmony-tpc/PloyFun,,0,0,2025-02-22T23:42:23.796+08:00
4367003,HorizontalPicker,OpenHarmony-TPC / HorizontalPicker,https://gitcode.com/openharmony-tpc/HorizontalPicker,,0,0,2025-02-22T23:42:22.035+08:00
4366996,GestureLock,OpenHarmony-TPC / GestureLock,https://gitcode.com/openharmony-tpc/GestureLock,,0,0,2025-02-22T23:42:20.373+08:00
4366992,williamchart,OpenHarmony-TPC / williamchart,https://gitcode.com/openharmony-tpc/williamchart,,0,0,2025-02-22T23:42:18.794+08:00
4366989,ohos-Spinkit,OpenHarmony-TPC / ohos-Spinkit,https://gitcode.com/openharmony-tpc/ohos-Spinkit,,0,0,2025-02-22T23:42:17.144+08:00
4366986,Keyframes,OpenHarmony-TPC / Keyframes,https://gitcode.com/openharmony-tpc/Keyframes,,0,0,2025-02-22T23:42:15.626+08:00
4366983,CountdownView,OpenHarmony-TPC / CountdownView,https://gitcode.com/openharmony-tpc/CountdownView,,0,0,2025-02-22T23:42:14.082+08:00
